U,v
10.771301070990242,12.053701124439394
10.78130107099024,12.05500146237241
10.791301070990242,12.056322324773138
10.80130107099024,12.057663659389286
10.811301070990238,12.059025415117462
10.821301070990241,12.060407541972578
10.83130107099024,12.061809991058432
10.841301070990239,12.063232714539371
10.85130107099024,12.064675665613013
10.86130107099024,12.066138798483944
10.87130107099024,12.067622068338398
10.881301070990242,12.069125431319813
10.89130107099024,12.070648844505271
10.90130107099024,12.07219226588277
10.911301070990241,12.073755654329258
10.921301070990241,12.075338969589469
10.931301070990237,12.076942172255434
10.941301070990242,12.078565223746724
10.95130107099024,12.080208086291321
10.96130107099024,12.081870722907155
10.971301070990242,12.083553097384224
10.98130107099024,12.085255174267305
10.99130107099024,12.086976918839238
11.001301070990243,12.088718297104714
11.01130107099024,12.090479275774607
11.021301070990239,12.092259822250787
11.03130107099024,12.0940599046114
11.04130107099024,12.095879491596623
11.051301070990242,12.09771855259483
11.06130107099024,12.099577057629208
11.071301070990238,12.101454977344744
11.08130107099024,12.103352282995639
11.09130107099024,12.105268946433059
11.101301070990239,12.107204940093276
11.11130107099024,12.109160236986135
11.12130107099024,12.11113481068387
11.13130107099024,12.113128635310233
11.14130107099024,12.115141685529931
11.151301070990241,12.11717393653838
11.161301070990241,12.119225364051719
11.171301070990241,12.12129594429713
11.18130107099024,12.123385654003409
11.19130107099024,12.1254944703918
11.201301070990242,12.127622371167089
11.21130107099024,12.12976933450892
11.221301070990243,12.131935339063363
11.231301070990241,12.1341203639347
11.241301070990241,12.136324388677428
11.251301070990241,12.138547393288473
11.261301070990243,12.140789358199614
11.27130107099024,12.143050264270089
11.281301070990242,12.14533009277941
11.291301070990244,12.147628825420357
11.30130107099024,12.149946444292132
11.311301070990242,12.15228293189372
11.321301070990241,12.154638271117388
11.331301070990243,12.157012445242362
11.341301070990243,12.159405437928648
11.351301070990242,12.161817233211025
11.361301070990242,12.164247815493168
11.371301070990242,12.16669716954192
11.381301070990242,12.169165280481703
11.391301070990242,12.171652133789063
11.40130107099024,12.174157715287349
11.411301070990241,12.176682011141512
11.421301070990241,12.179225007853029
11.43130107099024,12.181786692254953
11.441301070990242,12.184367051507067
11.45130107099024,12.186966073091163
11.461301070990244,12.189583744806422
11.47130107099024,12.192220054764892
11.481301070990241,12.194874991387103
11.491301070990243,12.19754854339773
11.501301070990241,12.200240699821402
11.51130107099024,12.202951449978578
11.52130107099024,12.205680783481519
11.53130107099024,12.20842869023036
11.541301070990244,12.21119516040926
11.55130107099024,12.213980184482628
11.561301070990242,12.216783753191462
11.571301070990241,12.21960585754973
11.581301070990241,12.222446488840855
11.59130107099024,12.225305638614264
11.60130107099024,12.228183298682023
11.611301070990244,12.231079461115526
11.621301070990242,12.23399411824227
11.631301070990245,12.236927262642691
11.641301070990238,12.239878887147068
11.65130107099024,12.242848984832495
11.661301070990243,12.245837549019907
11.671301070990243,12.248844573271171
11.68130107099024,12.251870051386256
11.691301070990242,12.254913977400427
11.701301070990237,12.257976345581524
11.711301070990242,12.26105715042729
11.721301070990242,12.264156386662732
11.731301070990241,12.267274049237582
11.74130107099024,12.270410133323754
11.751301070990245,12.273564634312901
11.761301070990243,12.276737547813974
11.771301070990239,12.279928869650881
11.781301070990242,12.283138595860148
11.791301070990242,12.286366722688644
11.801301070990244,12.289613246591362
11.81130107099024,12.292878164229213
11.821301070990241,12.296161472466908
11.83130107099024,12.299463168370828
11.841301070990243,12.302783249206982
11.851301070990248,12.306121712438973
11.86130107099024,12.309478555726017
11.871301070990242,12.31285377692101
11.881301070990245,12.316247374068599
11.891301070990243,12.319659345403327
11.901301070990243,12.323089689347787
11.911301070990241,12.326538404510831
11.921301070990243,12.330005489685789
11.93130107099024,12.333490943848744
11.941301070990239,12.336994766156831
11.951301070990244,12.340516955946562
11.961301070990238,12.344057512732183
11.971301070990236,12.347616436204083
11.98130107099024,12.351193726227198
11.991301070990241,12.354789382839463
12.001301070990241,12.358403406250307
12.011301070990239,12.362035796839137
12.021301070990239,12.365686555153893
12.031301070990239,12.369355681909594
12.04130107099024,12.373043177986938
12.051301070990236,12.376749044430904
12.06130107099024,12.380473282449397
12.071301070990241,12.38421589341191
12.08130107099024,12.387976878848209
12.091301070990237,12.391756240447044
12.101301070990235,12.39555398005489
12.111301070990237,12.399370099674695
12.121301070990237,12.40320460146466
12.131301070990236,12.407057487737044
12.14130107099024,12.410928760956985
12.151301070990238,12.414818423741341
12.161301070990234,12.41872647885756
12.171301070990236,12.422652929222558
12.181301070990237,12.426597777901623
12.191301070990237,12.430561028107345
12.201301070990237,12.434542683198547
12.211301070990235,12.438542746679259
12.221301070990233,12.442561222197693
12.231301070990234,12.446598113545235
12.241301070990238,12.450653424655467
12.251301070990234,12.454727159603195
12.26130107099023,12.458819322603501
12.271301070990235,12.462929918010815
12.281301070990235,12.46705895031798
12.291301070990235,12.471206424155376
12.301301070990233,12.47537234429001
12.31130107099023,12.479556715624664
12.321301070990238,12.483759543197037
12.331301070990234,12.487980832178888
12.341301070990234,12.49222058787524
12.351301070990237,12.49647881572355
12.361301070990235,12.500755521292918
12.371301070990231,12.505050710283303
12.381301070990233,12.50936438852476
12.39130107099023,12.513696561976676
12.40130107099023,12.518047236727043
12.41130107099023,12.522416418991709
12.42130107099023,12.526804115113675
12.431301070990234,12.531210331562399
12.441301070990232,12.535635074933081
12.451301070990233,12.540078351946011
12.461301070990231,12.544540169445881
12.471301070990226,12.549020534401148
12.48130107099023,12.553519453903375
12.491301070990227,12.558036935166607
12.501301070990227,12.56257298552675
12.511301070990232,12.56712761244096
12.52130107099023,12.571700823487038
12.531301070990226,12.576292626362855
12.54130107099023,12.580903028885768
12.551301070990228,12.58553203899204
12.561301070990222,12.590179664736306
12.571301070990224,12.59484591429101
12.581301070990225,12.59953079594587
12.591301070990228,12.604234318107352
12.601301070990226,12.60895648929815
12.611301070990224,12.613697318156682
12.621301070990228,12.618456813436588
12.63130107099023,12.623234984006237
12.641301070990231,12.628031838848248
12.651301070990224,12.632847387059012
12.661301070990229,12.63768163784825
12.671301070990223,12.642534600538522
12.681301070990227,12.647406284564815
12.691301070990228,12.65229669947408
12.701301070990219,12.657205854924811
12.711301070990226,12.66213376068664
12.72130107099023,12.667080426639886
12.731301070990222,12.672045862775171
12.741301070990222,12.677030079193042
12.751301070990225,12.682033086103536
12.761301070990221,12.687054893825826
12.771301070990226,12.692095512787846
12.781301070990224,12.697154953525905
12.79130107099022,12.702233226684342
12.801301070990222,12.70733034301517
12.81130107099022,12.712446313377718
12.82130107099022,12.717581148738308
12.831301070990222,12.722734860169904
12.84130107099022,12.7279074588518
12.851301070990225,12.733098956069298
12.861301070990217,12.738309363213379
12.87130107099022,12.74353869178043
12.881301070990224,12.748786953371905
12.891301070990218,12.754054159694057
12.901301070990225,12.759340322557652
12.911301070990225,12.764645453877662
12.921301070990221,12.76996956567302
12.931301070990214,12.77531267006633
12.941301070990217,12.780674779283629
12.95130107099022,12.78605590565409
12.961301070990215,12.791456061609798
12.971301070990217,12.796875259685518
12.981301070990217,12.80231351251841
12.991301070990218,12.80777083284784
13.00130107099022,12.813247233515122
13.011301070990214,12.818742727463304
13.02130107099022,12.824257327736966
13.031301070990217,12.829791047481965
13.041301070990219,12.835343899945277
13.051301070990213,12.840915898474757
13.061301070990218,12.846507056518973
13.071301070990211,12.85211738762698
13.081301070990214,12.857746905448165
13.091301070990214,12.863395623732044
13.101301070990214,12.869063556328094
13.11130107099021,12.874750717185576
13.12130107099022,12.880457120353386
13.131301070990217,12.886182779979851
13.141301070990215,12.891927710312618
13.151301070990215,12.897691925698478
13.161301070990211,12.903475440583213
13.171301070990216,12.909278269511471
13.181301070990209,12.915100427126596
13.191301070990216,12.92094192817054
13.201301070990212,12.926802787483675
13.21130107099021,12.932683020004717
13.22130107099021,12.938582640770578
13.23130107099021,12.944501664916256
13.241301070990211,12.95044010767472
13.251301070990209,12.9563979843768
13.26130107099021,12.962375310451089
13.271301070990216,12.968372101423839
13.281301070990214,12.974388372918856
13.291301070990208,12.980424140657417
13.301301070990212,12.986479420458197
13.311301070990208,12.992554228237141
13.321301070990213,12.998648580007435
13.331301070990204,13.004762491879383
13.341301070990207,13.010895980060385
13.35130107099021,13.017049060854813
13.361301070990205,13.023221750663986
13.371301070990206,13.029414065986101
13.381301070990215,13.03562602341617
13.391301070990199,13.041857639645944
13.401301070990204,13.048108931463934
13.411301070990206,13.054379915755284
13.421301070990213,13.060670609501772
13.431301070990203,13.06698102978175
13.441301070990214,13.073311193770158
13.451301070990212,13.079661118738407
13.46130107099021,13.08603082205443
13.471301070990204,13.09242032118262
13.481301070990202,13.09882963368382
13.49130107099021,13.105258777215298
13.501301070990205,13.111707769530717
13.5113010709902,13.11817662848017
13.521301070990205,13.124665372010138
13.531301070990205,13.131174018163483
13.541301070990201,13.137702585079465
13.551301070990203,13.144251090993741
13.561301070990208,13.150819554238362
13.571301070990204,13.157407993241778
13.58130107099021,13.164016426528882
13.591301070990198,13.17064487272097
13.6013010709902,13.177293350535836
13.611301070990205,13.183961878787718
13.6213010709902,13.190650476387358
13.6313010709902,13.197359162342044
13.6413010709902,13.204087955755618
13.651301070990204,13.210836875828516
13.661301070990202,13.217605941857807
13.671301070990197,13.224395173237237
13.681301070990198,13.231204589457278
13.691301070990203,13.238034210105159
13.701301070990203,13.244884054864919
13.711301070990203,13.251754143517477
13.721301070990197,13.258644495940667
13.7313010709902,13.265555132109318
13.741301070990199,13.272486072095287
13.7513010709902,13.279437336067556
13.761301070990205,13.286408944292276
13.771301070990205,13.293400917132843
13.781301070990207,13.300413275049983
13.791301070990192,13.307446038601803
13.801301070990197,13.314499228443925
13.811301070990206,13.321572865329497
13.82130107099019,13.328666970109298
13.831301070990195,13.335781563731894
13.841301070990204,13.342916667243633
13.851301070990209,13.350072301788783
13.861301070990205,13.357248488609628
13.871301070990196,13.364445249046573
13.881301070990192,13.37166260453824
13.891301070990197,13.37890057662157
13.9013010709902,13.386159186931915
13.911301070990197,13.393438457203171
13.921301070990193,13.400738409267897
13.931301070990198,13.408059065057413
13.9413010709902,13.415400446601918
13.951301070990194,13.422762576030616
13.961301070990206,13.43014547557187
13.971301070990187,13.43754916755324
13.981301070990199,13.444973674401755
13.99130107099019,13.452419018643885
14.001301070990193,13.459885222905815
14.0113010709902,13.46737230991349
14.021301070990198,13.474880302492782
14.0313010709902,13.482409223569661
14.041301070990192,13.489959096170299
14.051301070990196,13.497529943421261
14.061301070990192,13.505121788549605
14.071301070990199,13.512734654883086
14.08130107099019,13.520368565850262
14.091301070990202,13.528023544980723
14.101301070990196,13.535699615905157
14.111301070990196,13.543396802355613
14.121301070990189,13.551115128165591
14.13130107099019,13.558854617270272
14.14130107099019,13.566615293706636
14.151301070990195,13.574397181613676
14.161301070990199,13.582200305232549
14.171301070990193,13.590024688906773
14.18130107099019,13.59787035708241
14.191301070990194,13.605737334308255
14.201301070990194,13.613625645235986
14.211301070990187,13.621535314620404
14.22130107099019,13.629466367319615
14.231301070990195,13.637418828295193
14.241301070990184,13.645392722612405
14.251301070990193,13.653388075440443
14.26130107099019,13.661404912052536
14.271301070990184,13.66944325782626
14.2813010709902,13.677503138243695
14.291301070990194,13.685584578891602
14.301301070990188,13.693687605461722
14.311301070990186,13.701812243750927
14.321301070990188,13.70995851966147
14.331301070990186,13.71812645920118
14.341301070990191,13.726316088483719
14.351301070990182,13.734527433728765
14.361301070990187,13.74276052126232
14.37130107099019,13.751015377516834
14.381301070990185,13.759292029031528
14.391301070990185,13.7675905024526
14.40130107099019,13.775910824533469
14.411301070990186,13.784253022134989
14.421301070990197,13.792617122225757
14.431301070990182,13.801003151882272
14.441301070990182,13.809411138289303
14.451301070990189,13.817841108740035
14.461301070990185,13.82629309063636
14.471301070990183,13.834767111489164
14.481301070990177,13.843263198918557
14.49130107099019,13.851781380654154
14.501301070990188,13.860321684535306
14.511301070990186,13.86888413851142
14.52130107099018,13.877468770642205
14.531301070990189,13.886075609097952
14.541301070990183,13.894704682159777
14.551301070990185,13.903356018219968
14.561301070990186,13.91202964578221
14.571301070990177,13.920725593461885
14.581301070990175,13.929443889986384
14.591301070990184,13.938184564195375
14.601301070990186,13.946947645041075
14.611301070990187,13.955733161588592
14.621301070990182,13.964541143016186
14.631301070990183,13.973371618615612
14.641301070990181,13.982224617792372
14.651301070990188,13.991100170066064
14.661301070990188,13.999998305070651
14.671301070990182,14.008919052554813
14.681301070990182,14.017862442382256
14.691301070990185,14.026828504532002
14.701301070990178,14.035817269098722
14.711301070990178,14.044828766293087
14.721301070990178,14.05386302644205
14.731301070990177,14.062920079989201
14.741301070990191,14.071999957495104
14.751301070990184,14.081102689637579
14.761301070990177,14.090228307212124
14.771301070990177,14.099376841132205
14.781301070990182,14.108548322429591
14.791301070990169,14.117742782254702
14.80130107099018,14.126960251877014
14.811301070990176,14.136200762685304
14.82130107099017,14.145464346188103
14.831301070990175,14.15475103401402
14.841301070990177,14.164060857912064
14.851301070990178,14.173393849752067
14.861301070990173,14.182750041525003
14.871301070990185,14.192129465343402
14.881301070990183,14.201532153441658
14.89130107099017,14.210958138176455
14.901301070990183,14.220407452027166
14.911301070990174,14.229880127596125
14.921301070990179,14.239376197609147
14.931301070990173,14.24889569491581
14.941301070990175,14.258438652489904
14.951301070990175,14.268005103429786
14.961301070990173,14.277595080958804
14.971301070990172,14.28720861842568
14.981301070990177,14.296845749304916
14.991301070990168,14.306506507197174
15.001301070990172,14.316190925829751
15.011301070990172,14.325899039056901
15.02130107099018,14.335630880860323
15.031301070990168,14.345386485349497
15.041301070990173,14.355165886762231
15.05130107099017,14.364969119464934
15.061301070990176,14.37479621795316
15.071301070990174,14.384647216851953
15.081301070990172,14.39452215091634
15.091301070990184,14.404421055031762
15.101301070990175,14.414343964214437
15.111301070990173,14.424290913611916
15.121301070990175,14.434261938503447
15.131301070990176,14.444257074300449
15.141301070990174,14.454276356546956
15.151301070990169,14.464319820920082
15.161301070990174,14.474387503230497
15.17130107099017,14.484479439422824
15.181301070990173,14.494595665576185
15.191301070990171,14.504736217904599
15.201301070990166,14.514901132757503
15.21130107099017,14.525090446620215
15.22130107099017,14.535304196114385
15.231301070990167,14.545542417998503
15.241301070990165,14.55580514916839
15.251301070990163,14.566092426657663
15.261301070990175,14.57640428763826
15.271301070990166,14.586740769420853
15.281301070990168,14.597101909455485
15.291301070990166,14.607487745331948
15.301301070990174,14.617898314780355
15.311301070990162,14.628333655671591
15.321301070990167,14.638793806017938
15.331301070990172,14.649278803973454
15.341301070990163,14.659788687834567
15.351301070990164,14.670323496040625
15.36130107099016,14.680883267174346
15.371301070990175,14.691468039962437
15.381301070990164,14.702077853276002
15.391301070990163,14.712712746131254
15.401301070990169,14.723372757689914
15.411301070990167,14.7340579272598
15.421301070990165,14.744768294295408
15.431301070990159,14.75550389839842
15.441301070990159,14.766264779318306
15.45130107099017,14.777050976952847
15.46130107099017,14.787862531348692
15.471301070990163,14.79869948270197
15.481301070990169,14.809561871358863
15.491301070990168,14.82044973781611
15.501301070990161,14.831363122721669
15.511301070990164,14.842302066875282
15.521301070990173,14.853266611229026
15.531301070990164,14.864256796887918
15.541301070990162,14.875272665110565
15.55130107099017,14.886314257309719
15.561301070990165,14.897381615052831
15.571301070990163,14.908474780062784
15.581301070990165,14.919593794218407
15.591301070990163,14.930738699555105
15.601301070990163,14.941909538265529
15.611301070990164,14.953106352700146
15.621301070990157,14.964329185367895
15.631301070990157,14.975578078936827
15.641301070990151,14.986853076234723
15.651301070990158,14.998154220249768
15.661301070990165,15.009481554131135
15.671301070990168,15.020835121189705
15.681301070990163,15.032214964898682
15.691301070990166,15.043621128894294
15.701301070990159,15.05505365697638
15.711301070990167,15.066512593109172
15.721301070990156,15.077997981421822
15.73130107099017,15.089509866209255
15.741301070990154,15.10104829193265
15.751301070990156,15.112613303220344
15.761301070990156,15.124204944868342
15.771301070990168,15.135823261841121
15.78130107099016,15.147468299272244
15.79130107099015,15.159140102465171
15.80130107099016,15.170838716893929
15.811301070990165,15.18256418820374
15.821301070990158,15.194316562211856
15.831301070990154,15.206095884908251
15.84130107099016,15.217902202456337
15.851301070990163,15.229735561193682
15.861301070990155,15.24159600763277
15.87130107099016,15.253483588461789
15.881301070990158,15.265398350545272
15.89130107099015,15.277340340924958
15.90130107099015,15.289309606820517
15.911301070990152,15.301306195630268
15.92130107099015,15.313330154932009
15.931301070990154,15.32538153248378
15.941301070990152,15.337460376224602
15.951301070990162,15.349566734275335
15.961301070990153,15.361700654939368
15.971301070990155,15.373862186703537
15.981301070990153,15.386051378238825
15.991301070990154,15.39826827840122
16.001301070990152,15.410512936232493
16.011301070990154,15.422785400961063
16.021301070990166,15.435085722002789
16.031301070990146,15.447413948961735
16.041301070990155,15.459770131631196
16.051301070990146,15.472154319994296
16.061301070990154,15.484566564225023
16.07130107099016,15.497006914688972
16.081301070990158,15.509475421944227
16.091301070990152,15.521972136742257
16.101301070990154,15.534497110028754
16.111301070990162,15.547050392944518
16.121301070990146,15.559632036826276
16.131301070990148,15.572242093207736
16.14130107099015,15.584880613820259
16.15130107099015,15.59754765059392
16.161301070990156,15.610243255658343
16.17130107099014,15.622967481343593
16.181301070990152,15.63572038018122
16.191301070990143,15.648502004904953
16.20130107099015,15.661312408451876
16.211301070990153,15.674151643963171
16.221301070990155,15.687019764785177
16.23130107099015,15.699916824470272
16.24130107099015,15.712842876777888
16.251301070990156,15.72579797567541
16.261301070990143,15.73878217533914
16.271301070990155,15.751795530155391
16.281301070990153,15.764838094721275
16.291301070990148,15.777909923845836
16.301301070990142,15.791011072551008
16.311301070990137,15.804141596072595
16.32130107099014,15.817301549861305
16.33130107099015,15.830490989583733
16.34130107099015,15.843709971123374
16.351301070990147,15.856958550581721
16.36130107099014,15.870236784279236
16.37130107099015,15.88354472875643
16.381301070990144,15.89688244077484
16.391301070990146,15.910249977318205
16.401301070990154,15.923647395593433
16.411301070990145,15.93707475303167
16.42130107099014,15.950532107289483
16.43130107099014,15.964019516249838
16.44130107099014,15.977537038023215
16.451301070990137,15.991084730948753
16.461301070990146,16.00466265359532
16.47130107099014,16.018270864762624
16.481301070990142,16.03190942348237
16.49130107099014,16.045578389019376
16.50130107099013,16.05927782087269
16.511301070990147,16.07300777877682
16.52130107099015,16.086768322702724
16.531301070990132,16.100559512859125
16.541301070990144,16.114381409693706
16.551301070990142,16.128234073894095
16.561301070990133,16.142117566389253
16.57130107099014,16.156031948350602
16.58130107099013,16.169977281193148
16.591301070990127,16.18395362657685
16.60130107099014,16.197961046407727
16.611301070990148,16.21199960283909
16.621301070990135,16.22606935827281
16.631301070990126,16.240170375360616
16.64130107099014,16.2543027170053
16.651301070990144,16.26846644636191
16.661301070990135,16.282661626839126
16.67130107099014,16.296888322100568
16.681301070990134,16.311146596065957
16.691301070990136,16.325436512912525
16.701301070990134,16.339758137076288
16.71130107099014,16.35411153325338
16.72130107099013,16.368496766401314
16.731301070990135,16.382913901740462
16.741301070990136,16.39736300475524
16.75130107099014,16.411844141195587
16.761301070990143,16.426357377078247
16.77130107099013,16.440902778688198
16.78130107099014,16.45548041258008
16.791301070990137,16.470090345579436
16.801301070990142,16.4847326447843
16.811301070990144,16.49940737756647
16.821301070990128,16.514114611573017
16.83130107099013,16.528854414727753
16.841301070990138,16.543626855232546
16.851301070990132,16.55843200156886
16.86130107099013,16.573269922499275
16.871301070990135,16.588140687068872
16.88130107099014,16.603044364606752
16.89130107099014,16.61798102472754
16.901301070990137,16.632950737332923
16.911301070990127,16.647953572613115
16.921301070990125,16.662989601048448
16.931301070990134,16.67805889341089
16.94130107099013,16.693161520765532
16.95130107099013,16.70829755447231
16.96130107099014,16.72346706618744
16.971301070990126,16.738670127865035
16.981301070990114,16.753906811758785
16.99130107099013,16.769177190423534
17.001301070990134,16.78448133671678
17.011301070990136,16.79981932380048
17.02130107099012,16.815191225142613
17.03130107099014,16.830597114518948
17.041301070990123,16.846037066014432
17.05130107099012,16.861511154025287
17.061301070990137,16.877019453260367
17.071301070990124,16.892562038742973
17.081301070990126,16.908138985812684
17.091301070990117,16.923750370126918
17.101301070990125,16.939396267662836
17.11130107099013,16.95507675471896
17.12130107099013,16.970791907917043
17.13130107099013,16.986541804203835
17.141301070990124,17.002326520852872
17.15130107099013,17.01814613546631
17.16130107099012,17.034000725976696
17.171301070990125,17.049890370648924
17.18130107099013,17.065815148081946
17.191301070990125,17.081775137210727
17.20130107099013,17.09777041730815
17.21130107099013,17.113801067986827
17.221301070990123,17.12986716920108
17.231301070990124,17.14596880124887
17.241301070990126,17.162106044773672
17.251301070990127,17.1782789807665
17.26130107099013,17.194487690567822
17.27130107099012,17.21073225586958
17.281301070990125,17.227012758717215
17.29130107099013,17.243329281511613
17.301301070990117,17.259681907011135
17.311301070990122,17.276070718333795
17.32130107099012,17.292495798959145
17.331301070990115,17.308957232730453
17.34130107099013,17.32545510385682
17.351301070990132,17.341989496915158
17.361301070990123,17.358560496852448
17.371301070990125,17.375168188987892
17.38130107099013,17.39181265901494
17.391301070990128,17.408493993003567
17.40130107099011,17.42521227740243
17.411301070990127,17.44196759904117
17.421301070990125,17.458760045132422
17.431301070990127,17.475589703274295
17.44130107099012,17.49245666145248
17.45130107099012,17.509361008042607
17.461301070990118,17.52630283181252
17.471301070990123,17.54328222192457
17.48130107099012,17.560299267937957
17.49130107099011,17.57735405981111
17.50130107099012,17.594446687904046
17.511301070990122,17.611577242980708
17.521301070990116,17.628745816211424
17.53130107099011,17.645952499175348
17.54130107099013,17.663197383862894
17.551301070990107,17.68048056267806
17.56130107099012,17.69780212844124
17.57130107099013,17.71516217439137
17.581301070990115,17.7325607941886
17.591301070990124,17.749998081916996
17.601301070990118,17.767474132086793
17.61130107099012,17.784989039637242
17.621301070990118,17.802542899939063
17.631301070990112,17.82013580879714
17.641301070990124,17.8377678624532
17.651301070990115,17.85543915758832
17.661301070990117,17.873149791325858
17.67130107099012,17.89089986123397
17.681301070990116,17.908689465328415
17.691301070990107,17.926518702075338
17.701301070990116,17.944387670394043
17.711301070990114,17.96229646965969
17.721301070990116,17.980245199706296
17.731301070990106,17.99823396082942
17.74130107099011,18.016262853789172
17.75130107099012,18.03433197981299
17.761301070990115,18.05244144059859
17.771301070990106,18.070591338316973
17.781301070990114,18.08878177561536
17.791301070990112,18.107012855620095
17.801301070990114,18.12528468193978
17.811301070990112,18.143597358668266
17.821301070990117,18.16195099038772
17.831301070990115,18.180345682171684
17.841301070990117,18.198781539588282
17.851301070990104,18.21725866870324
17.861301070990116,18.235777176083225
17.871301070990114,18.254337168798802
17.88130107099011,18.272938754427877
17.89130107099011,18.291582041058856
17.901301070990108,18.310267137293906
17.911301070990106,18.328994152252278
17.921301070990104,18.347763195573663
17.931301070990116,18.36657437742154
17.94130107099013,18.385427808486515
17.951301070990112,18.40432359998974
17.96130107099011,18.423261863686534
17.971301070990105,18.44224271186963
17.981301070990114,18.46126625737282
17.99130107099011,18.480332613574383
18.0013010709901,18.499441894400746
18.011301070990108,18.518594214330125
18.021301070990113,18.53778968839595
18.031301070990104,18.557028432190716
18.04130107099011,18.576310561869626
18.051301070990107,18.595636194154245
18.061301070990105,18.615005446336358
18.071301070990106,18.634418436281663
18.081301070990108,18.65387528243365
18.091301070990106,18.673376103817418
18.101301070990104,18.69292102004361
18.111301070990105,18.712510151312298
18.121301070990103,18.732143618416906
18.131301070990098,18.751821542748274
18.14130107099011,18.771544046298693
18.151301070990108,18.791311251665775
18.16130107099012,18.811123282056855
18.17130107099011,18.83098026129282
18.181301070990102,18.850882313812523
18.1913010709901,18.87082956467686
18.2013010709901,18.890822139573036
18.211301070990103,18.910860164818814
18.221301070990094,18.930943767366898
18.231301070990092,18.95107307480928
18.241301070990104,18.971248215381603
18.251301070990102,18.991469317967564
18.261301070990108,19.011736512103514
18.271301070990113,19.03204992798287
18.281301070990107,19.052409696460657
18.291301070990112,19.07281594905826
18.3013010709901,19.093268817967818
18.3113010709901,19.113768436057175
18.321301070990106,19.134314936874404
18.3313010709901,19.154908454652627
18.3413010709901,19.17554912431489
18.35130107099011,19.196237081478998
18.361301070990095,19.216972462462238
18.371301070990107,19.23775540428672
18.381301070990105,19.258586044683902
18.391301070990103,19.279464522099953
18.4013010709901,19.300390975700743
18.411301070990092,19.321365545376892
18.421301070990104,19.342388371749127
18.431301070990102,19.363459596173275
18.4413010709901,19.384579360745743
18.451301070990112,19.405747808308753
18.461301070990103,19.42696508245566
18.471301070990084,19.448231327536497
18.481301070990103,19.46954668866349
18.491301070990104,19.49091131171626
18.50130107099009,19.512325343347754
18.511301070990104,19.53378893098987
18.521301070990095,19.555302222858778
18.531301070990096,19.576865367961098
18.541301070990105,19.59847851609942
18.551301070990093,19.620141817878206
18.561301070990105,19.64185542470983
18.57130107099009,19.663619488820284
18.581301070990104,19.685434163255522
18.59130107099009,19.70729960188714
18.601301070990093,19.72921595941892
18.611301070990084,19.751183391392708
