t,U,v
62.19999999999956,12.991301070990218,12.80777083284784
62.399999999999594,13.00130107099022,12.813247233515122
62.59999999999948,13.011301070990214,12.818742727463304
62.799999999999585,13.02130107099022,12.824257327736966
62.999999999999545,13.031301070990217,12.829791047481965
63.19999999999958,13.041301070990219,12.835343899945277
63.399999999999466,13.051301070990213,12.840915898474757
63.59999999999957,13.061301070990218,12.846507056518973
63.79999999999942,13.071301070990211,12.85211738762698
63.99999999999949,13.081301070990214,12.857746905448165
64.19999999999948,13.091301070990214,12.863395623732044
64.39999999999948,13.101301070990214,12.869063556328094
64.5999999999994,13.11130107099021,12.874750717185576
64.79999999999961,13.12130107099022,12.880457120353386
64.99999999999955,13.131301070990217,12.886182779979851
65.1999999999995,13.141301070990215,12.891927710312618
65.3999999999995,13.151301070990215,12.897691925698478
65.59999999999943,13.161301070990211,12.903475440583213
65.79999999999953,13.171301070990216,12.909278269511471
65.99999999999937,13.181301070990209,12.915100427126596
66.1999999999995,13.191301070990216,12.92094192817054
66.39999999999944,13.201301070990212,12.926802787483675
66.5999999999994,13.21130107099021,12.932683020004717
66.79999999999939,13.22130107099021,12.938582640770578
66.99999999999939,13.23130107099021,12.944501664916256
67.19999999999942,13.241301070990211,12.95044010767472
67.39999999999938,13.251301070990209,12.9563979843768
67.59999999999941,13.26130107099021,12.962375310451089
67.79999999999951,13.271301070990216,12.968372101423839
67.99999999999947,13.281301070990214,12.974388372918856
68.19999999999936,13.291301070990208,12.980424140657417
68.39999999999944,13.301301070990212,12.986479420458197
68.59999999999935,13.311301070990208,12.992554228237141
68.79999999999946,13.321301070990213,12.998648580007435
68.99999999999928,13.331301070990204,13.004762491879383
69.19999999999933,13.341301070990207,13.010895980060385
69.39999999999941,13.35130107099021,13.017049060854813
69.5999999999993,13.361301070990205,13.023221750663986
69.79999999999933,13.371301070990206,13.029414065986101
69.9999999999995,13.381301070990215,13.03562602341617
70.19999999999918,13.391301070990199,13.041857639645944
70.39999999999928,13.401301070990204,13.048108931463934
70.59999999999931,13.411301070990206,13.054379915755284
70.79999999999944,13.421301070990213,13.060670609501772
70.99999999999926,13.431301070990203,13.06698102978175
71.19999999999948,13.441301070990214,13.073311193770158
71.39999999999944,13.451301070990212,13.079661118738407
71.5999999999994,13.46130107099021,13.08603082205443
71.79999999999929,13.471301070990204,13.09242032118262
71.99999999999925,13.481301070990202,13.09882963368382
72.19999999999939,13.49130107099021,13.105258777215298
72.39999999999931,13.501301070990205,13.111707769530717
72.5999999999992,13.5113010709902,13.11817662848017
72.7999999999993,13.521301070990205,13.124665372010138
72.99999999999929,13.531301070990205,13.131174018163483
73.19999999999922,13.541301070990201,13.137702585079465
73.39999999999925,13.551301070990203,13.144251090993741
73.59999999999935,13.561301070990208,13.150819554238362
73.79999999999927,13.571301070990204,13.157407993241778
73.99999999999937,13.58130107099021,13.164016426528882
74.19999999999916,13.591301070990198,13.17064487272097
74.3999999999992,13.6013010709902,13.177293350535836
74.5999999999993,13.611301070990205,13.183961878787718
74.79999999999919,13.6213010709902,13.190650476387358
74.99999999999918,13.6313010709902,13.197359162342044
75.19999999999922,13.6413010709902,13.204087955755618
75.39999999999928,13.651301070990204,13.210836875828516
75.59999999999924,13.661301070990202,13.217605941857807
75.79999999999913,13.671301070990197,13.224395173237237
75.99999999999916,13.681301070990198,13.231204589457278
76.19999999999926,13.691301070990203,13.238034210105159
76.39999999999927,13.701301070990203,13.244884054864919
76.59999999999926,13.711301070990203,13.251754143517477
76.79999999999914,13.721301070990197,13.258644495940667
76.9999999999992,13.7313010709902,13.265555132109318
77.19999999999916,13.741301070990199,13.272486072095287
77.39999999999921,13.7513010709902,13.279437336067556
77.59999999999931,13.761301070990205,13.286408944292276
77.7999999999993,13.771301070990205,13.293400917132843
77.99999999999933,13.781301070990207,13.300413275049983
78.19999999999905,13.791301070990192,13.307446038601803
78.39999999999915,13.801301070990197,13.314499228443925
78.59999999999931,13.811301070990206,13.321572865329497
78.79999999999899,13.82130107099019,13.328666970109298
78.99999999999909,13.831301070990195,13.335781563731894
79.19999999999928,13.841301070990204,13.342916667243633
79.39999999999938,13.851301070990209,13.350072301788783
79.5999999999993,13.861301070990205,13.357248488609628
79.79999999999912,13.871301070990196,13.364445249046573
79.99999999999903,13.881301070990192,13.37166260453824
80.19999999999914,13.891301070990197,13.37890057662157
80.39999999999921,13.9013010709902,13.386159186931915
80.59999999999914,13.911301070990197,13.393438457203171
80.79999999999906,13.921301070990193,13.400738409267897
80.99999999999916,13.931301070990198,13.408059065057413
81.19999999999919,13.9413010709902,13.415400446601918
81.39999999999908,13.951301070990194,13.422762576030616
81.59999999999933,13.961301070990206,13.43014547557187
81.79999999999893,13.971301070990187,13.43754916755324
81.99999999999918,13.981301070990199,13.444973674401755
82.199999999999,13.99130107099019,13.452419018643885
82.39999999999907,14.001301070990193,13.459885222905815
82.5999999999992,14.0113010709902,13.46737230991349
82.79999999999916,14.021301070990198,13.474880302492782
82.99999999999919,14.0313010709902,13.482409223569661
83.19999999999905,14.041301070990192,13.489959096170299
83.39999999999911,14.051301070990196,13.497529943421261
83.59999999999903,14.061301070990192,13.505121788549605
83.79999999999917,14.071301070990199,13.512734654883086
83.99999999999899,14.08130107099019,13.520368565850262
84.19999999999924,14.091301070990202,13.528023544980723
84.39999999999912,14.101301070990196,13.535699615905157
84.59999999999911,14.111301070990196,13.543396802355613
84.79999999999897,14.121301070990189,13.551115128165591
84.999999999999,14.13130107099019,13.558854617270272
85.199999999999,14.14130107099019,13.566615293706636
85.3999999999991,14.151301070990195,13.574397181613676
85.59999999999917,14.161301070990199,13.582200305232549
85.79999999999906,14.171301070990193,13.590024688906773
85.99999999999898,14.18130107099019,13.59787035708241
86.19999999999908,14.191301070990194,13.605737334308255
86.39999999999908,14.201301070990194,13.613625645235986
86.59999999999894,14.211301070990187,13.621535314620404
86.799999999999,14.22130107099019,13.629466367319615
86.9999999999991,14.231301070990195,13.637418828295193
87.19999999999888,14.241301070990184,13.645392722612405
87.39999999999907,14.251301070990193,13.653388075440443
87.59999999999899,14.26130107099019,13.661404912052536
87.79999999999887,14.271301070990184,13.66944325782626
87.99999999999919,14.2813010709902,13.677503138243695
88.19999999999908,14.291301070990194,13.685584578891602
88.39999999999897,14.301301070990188,13.693687605461722
88.59999999999893,14.311301070990186,13.701812243750927
88.79999999999896,14.321301070990188,13.70995851966147
88.99999999999892,14.331301070990186,13.71812645920118
89.19999999999902,14.341301070990191,13.726316088483719
89.39999999999884,14.351301070990182,13.734527433728765
89.59999999999894,14.361301070990187,13.74276052126232
89.79999999999902,14.37130107099019,13.751015377516834
89.99999999999889,14.381301070990185,13.759292029031528
90.1999999999989,14.391301070990185,13.7675905024526
90.399999999999,14.40130107099019,13.775910824533469
90.59999999999891,14.411301070990186,13.784253022134989
90.79999999999913,14.421301070990197,13.792617122225757
90.99999999999883,14.431301070990182,13.801003151882272
91.19999999999884,14.441301070990182,13.809411138289303
91.39999999999898,14.451301070990189,13.817841108740035
91.5999999999989,14.461301070990185,13.82629309063636
91.79999999999886,14.471301070990183,13.834767111489164
91.99999999999875,14.481301070990177,13.843263198918557
92.199999999999,14.49130107099019,13.851781380654154
92.39999999999895,14.501301070990188,13.860321684535306
92.59999999999891,14.511301070990186,13.86888413851142
92.7999999999988,14.52130107099018,13.877468770642205
92.99999999999898,14.531301070990189,13.886075609097952
93.19999999999887,14.541301070990183,13.894704682159777
93.3999999999989,14.551301070990185,13.903356018219968
93.59999999999893,14.561301070990186,13.91202964578221
93.79999999999875,14.571301070990177,13.920725593461885
93.9999999999987,14.581301070990175,13.929443889986384
94.19999999999888,14.591301070990184,13.938184564195375
94.39999999999891,14.601301070990186,13.946947645041075
94.59999999999894,14.611301070990187,13.955733161588592
94.79999999999883,14.621301070990182,13.964541143016186
94.99999999999886,14.631301070990183,13.973371618615612
95.19999999999882,14.641301070990181,13.982224617792372
95.39999999999895,14.651301070990188,13.991100170066064
95.59999999999896,14.661301070990188,13.999998305070651
95.79999999999885,14.671301070990182,14.008919052554813
95.99999999999883,14.681301070990182,14.017862442382256
96.19999999999891,14.691301070990185,14.026828504532002
96.39999999999876,14.701301070990178,14.035817269098722
96.59999999999876,14.711301070990178,14.044828766293087
96.79999999999876,14.721301070990178,14.05386302644205
96.99999999999875,14.731301070990177,14.062920079989201
97.19999999999902,14.741301070990191,14.071999957495104
97.39999999999888,14.751301070990184,14.081102689637579
97.59999999999874,14.761301070990177,14.090228307212124
97.79999999999873,14.771301070990177,14.099376841132205
97.99999999999883,14.781301070990182,14.108548322429591
98.19999999999858,14.791301070990169,14.117742782254702
98.39999999999878,14.80130107099018,14.126960251877014
98.59999999999872,14.811301070990176,14.136200762685304
98.7999999999986,14.82130107099017,14.145464346188103
98.9999999999987,14.831301070990175,14.15475103401402
99.19999999999874,14.841301070990177,14.164060857912064
99.39999999999877,14.851301070990178,14.173393849752067
99.59999999999866,14.861301070990173,14.182750041525003
99.7999999999989,14.871301070990185,14.192129465343402
99.99999999999886,14.881301070990183,14.201532153441658
100.19999999999861,14.89130107099017,14.210958138176455
100.39999999999885,14.901301070990183,14.220407452027166
100.59999999999867,14.911301070990174,14.229880127596125
100.79999999999878,14.921301070990179,14.239376197609147
100.99999999999866,14.931301070990173,14.24889569491581
101.1999999999987,14.941301070990175,14.258438652489904
101.3999999999987,14.951301070990175,14.268005103429786
101.59999999999866,14.961301070990173,14.277595080958804
101.79999999999865,14.971301070990172,14.28720861842568
101.99999999999875,14.981301070990177,14.296845749304916
102.19999999999857,14.991301070990168,14.306506507197174
102.39999999999864,15.001301070990172,14.316190925829751
102.59999999999863,15.011301070990172,14.325899039056901
102.7999999999988,15.02130107099018,14.335630880860323
102.99999999999855,15.031301070990168,14.345386485349497
103.19999999999865,15.041301070990173,14.355165886762231
103.39999999999861,15.05130107099017,14.364969119464934
103.59999999999872,15.061301070990176,14.37479621795316
103.79999999999868,15.071301070990174,14.384647216851953
103.99999999999864,15.081301070990172,14.39452215091634
104.19999999999888,15.091301070990184,14.404421055031762
104.3999999999987,15.101301070990175,14.414343964214437
104.59999999999866,15.111301070990173,14.424290913611916
104.79999999999869,15.121301070990175,14.434261938503447
104.99999999999872,15.131301070990176,14.444257074300449
105.19999999999868,15.141301070990174,14.454276356546956
105.39999999999857,15.151301070990169,14.464319820920082
105.59999999999867,15.161301070990174,14.474387503230497
105.79999999999859,15.17130107099017,14.484479439422824
105.99999999999866,15.181301070990173,14.494595665576185
106.19999999999862,15.191301070990171,14.504736217904599
106.39999999999851,15.201301070990166,14.514901132757503
106.59999999999862,15.21130107099017,14.525090446620215
106.79999999999862,15.22130107099017,14.535304196114385
106.99999999999854,15.231301070990167,14.545542417998503
107.1999999999985,15.241301070990165,14.55580514916839
107.39999999999846,15.251301070990163,14.566092426657663
107.5999999999987,15.261301070990175,14.57640428763826
107.79999999999852,15.271301070990166,14.586740769420853
107.99999999999855,15.281301070990168,14.597101909455485
108.19999999999851,15.291301070990166,14.607487745331948
108.39999999999868,15.301301070990174,14.617898314780355
108.59999999999843,15.311301070990162,14.628333655671591
108.79999999999853,15.321301070990167,14.638793806017938
108.99999999999864,15.331301070990172,14.649278803973454
109.19999999999845,15.341301070990163,14.659788687834567
109.39999999999849,15.351301070990164,14.670323496040625
109.5999999999984,15.36130107099016,14.680883267174346
109.79999999999869,15.371301070990175,14.691468039962437
109.99999999999847,15.381301070990164,14.702077853276002
110.19999999999847,15.391301070990163,14.712712746131254
110.39999999999857,15.401301070990169,14.723372757689914
110.59999999999853,15.411301070990167,14.7340579272598
110.79999999999849,15.421301070990165,14.744768294295408
110.99999999999838,15.431301070990159,14.75550389839842
111.19999999999837,15.441301070990159,14.766264779318306
111.39999999999858,15.45130107099017,14.777050976952847
111.59999999999862,15.46130107099017,14.787862531348692
111.79999999999848,15.471301070990163,14.79869948270197
111.99999999999858,15.481301070990169,14.809561871358863
112.19999999999857,15.491301070990168,14.82044973781611
112.39999999999841,15.501301070990161,14.831363122721669
112.59999999999849,15.511301070990164,14.842302066875282
112.79999999999866,15.521301070990173,14.853266611229026
112.99999999999848,15.531301070990164,14.864256796887918
113.19999999999844,15.541301070990162,14.875272665110565
113.39999999999861,15.55130107099017,14.886314257309719
113.5999999999985,15.561301070990165,14.897381615052831
113.79999999999846,15.571301070990163,14.908474780062784
113.9999999999985,15.581301070990165,14.919593794218407
114.19999999999845,15.591301070990163,14.930738699555105
114.39999999999844,15.601301070990163,14.941909538265529
114.59999999999849,15.611301070990164,14.953106352700146
114.79999999999833,15.621301070990157,14.964329185367895
114.99999999999832,15.631301070990157,14.975578078936827
115.19999999999823,15.641301070990151,14.986853076234723
115.39999999999836,15.651301070990158,14.998154220249768
115.59999999999849,15.661301070990165,15.009481554131135
115.79999999999856,15.671301070990168,15.020835121189705
115.99999999999845,15.681301070990163,15.032214964898682
116.19999999999851,15.691301070990166,15.043621128894294
116.39999999999837,15.701301070990159,15.05505365697638
116.59999999999854,15.711301070990167,15.066512593109172
